"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(7, 121)",2019,06,YISHUN,330,125,Improved,1995,2720
"(7, 122)",2019,06,YISHUN,330,125,Improved,1995,2720
"(7, 123)",2019,06,YISHUN,330,125,Improved,1995,2720
"(7, 124)",2019,06,YISHUN,330,125,Improved,1995,2720
"(7, 125)",2019,06,YISHUN,330,125,Improved,1995,2720
"(7, 126)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 127)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 128)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 129)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 130)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 131)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 132)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 133)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 134)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 135)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 136)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 137)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 138)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 139)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 140)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 141)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 142)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 143)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(7, 144)",2019,05,CHOA CHU KANG,274,146,Apartment,1993,2877
"(7, 145)",2019,05,CHOA CHU KANG,274,146,Apartment,1993,2877
"(7, 146)",2019,05,CHOA CHU KANG,274,146,Apartment,1993,2877
"(7, 147)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(7, 148)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(7, 149)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(7, 150)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(8, 80)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 81)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 82)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 83)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 84)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 85)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 86)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 87)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 88)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 89)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 90)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 91)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 92)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 93)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 94)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 95)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 96)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 97)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 98)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 99)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 100)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 101)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 102)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 103)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 104)",2019,06,YISHUN,816,104,Model A,1988,2308
"(8, 105)",2019,04,CHOA CHU KANG,295,109,Model A,1990,2505
"(8, 106)",2019,04,CHOA CHU KANG,295,109,Model A,1990,2505
"(8, 107)",2019,04,CHOA CHU KANG,295,109,Model A,1990,2505
"(8, 108)",2019,04,CHOA CHU KANG,295,109,Model A,1990,2505
"(8, 109)",2019,04,CHOA CHU KANG,295,109,Model A,1990,2505
"(8, 110)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 111)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 112)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 113)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 114)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 115)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 116)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 117)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 118)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 119)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 120)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 121)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 122)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 123)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 124)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 125)",2019,06,YISHUN,330,125,Improved,1995,2720
"(8, 126)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 127)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 128)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 129)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 130)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 131)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 132)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 133)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 134)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 135)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 136)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 137)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 138)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 139)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 140)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 141)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 142)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 143)",2019,08,CHOA CHU KANG,529,143,Apartment,1995,2762
"(8, 144)",2019,05,CHOA CHU KANG,274,146,Apartment,1993,2877
"(8, 145)",2019,05,CHOA CHU KANG,274,146,Apartment,1993,2877
"(8, 146)",2019,05,CHOA CHU KANG,274,146,Apartment,1993,2877
"(8, 147)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(8, 148)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(8, 149)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
"(8, 150)",2019,07,CHOA CHU KANG,755,154,Apartment,1995,3019
